B_mu,a_0,b_0,B_sigma,a_i,c,d,Score
14.057354774153,21.1815897409009,1.80405066983648,0.01,2.04012617259073,5.31838909556149,0.247230712717677,-3.00576537853355
15.0302699897862,21.2347683298466,1.33312504150213,0.01,2.03641012693996,5.28457460904845,0.179034328971045,-3.03111111969424
16.4036590700476,21.061720501767,1,0.01,2.01276014276808,5.22520482453081,0.29322363448077,-3.03364629067108
16.2991189929072,20.8961947274512,1.42021036882968,0.01,2.03233107577709,5.21691528051354,0.401166317976063,-3.04317180953871
19.4377616652806,20.8768274967981,4.60721264649994,0.01,2.04828424238376,5.36035038065853,0.351007463478852,-3.24185385746451
15.0688877721888,21.1184715673363,1,0.533665755987872,2.94631676694619,8.13704533545151,2.82961175085681,-3.33476895428612
18.0168517241358,21.3173833993617,1.42550669924255,0.0983558171050363,1.89027136193335,5.1874424740628,2.91701788218098,-3.36769218562787
21.6933542562516,19.9504512290936,2.60649419683032,0.118149681943036,2.20531203994527,3.81928484871019,2.57468514694599,-3.40658824793432
2.63954423207324,49.4987242119853,3.36686172555201,0.737915892585347,1.61895381662762,6.43835861497459,9.69736486308376,-3.45742871004315
49.8750396002683,35.348784432793,19.9473381495802,0.864338091537223,4.8378502348694,6.0821678278828,0.173882698924946,-3.47406569321655
138.223386965389,44.0745668264106,11.3446938966634,0.0934031050443383,1.05841389946872,8.02780246595021,3.51235887331356,-3.49502732219456
38.3722077574814,41.7837316524936,10.3645634220913,0.715017648538575,2.91322146053892,8.75256317243479,5.66244001514777,-3.50857849958018
28.7239168017417,28.8235699913958,11.6240599246549,0.408574960845421,3.49370616323112,5.8550433496667,2.63861677199157,-3.51335997532763
12.3156230346283,16.4506444061695,7.25534771658942,0.261144838669762,3.02008163023853,3.81910385562756,9.40042905773265,-3.52312586021057
15.2054251001016,21.0795334982678,1,0.01,2.02928224310678,5.21623896845408,0.280513955024176,-3.53346983463407
14.5240337247704,13.7854875781178,17.4287460115382,0.01,2.0394382655048,5.82856722042261,7.75442918972959,-3.54293580133531
122.234872563068,40.3301877782187,14.0303419724112,0.874086716689812,3.7155503686918,3.37776155402457,4.7571198551374,-3.55700744778853
82.6530693020406,13.3366244977107,38.4197528298246,0.0157947959077678,0.424574120300822,2.501690637606,2.04262146887236,-3.56724678639342
12.842131832442,21.0129784800415,1.51994963439745,0.0100319602567785,1.99784225077,5.30938697168859,0.545751201995603,-3.57141838848114
143.662841161281,12.7066954300739,20.9420609227149,0.160854159924202,4.49543978322763,1.00412225093293,6.41921733584222,-3.60434313151589
14.1224387313672,27.7151332303183,27.9435361251934,0.639267997194514,2.97421118056402,9.33480158466846,9.27915772356193,-3.6250881143765
36.4515530834972,17.616254459694,26.0002934474731,0.930276884046483,0.613885633898899,3.54899358403503,3.64145077660247,-3.63771486671446
59.54904683273,28.1302293064364,36.1374592787442,0.35395994000683,4.30285146015037,4.80654627316394,1.64466035289843,-3.64171864450035
10.605047965256,6.31461186085362,45.781268809177,0.377543083336936,0.511432928245049,6.54592744264186,4.94643989903553,-3.64921721250874
56.8452541663079,5.67555542583577,49.6380176881794,0.674201860848482,2.09890776005108,7.73599721129817,4.70657456323571,-3.65042542964344
90.0285839446222,37.8505434890976,44.2518073827727,0.215791336714523,0.256149054139387,1.20470594730395,7.36421382618968,-3.65978442186213
76.46946412745,22.3546150588663,41.2616476864554,0.428299962915114,0.793364728521556,4.93409577147802,6.56780709586273,-3.65983974204161
72.3554226359766,35.4128107459373,43.9044558874933,0.698841701534906,4.29560930923506,6.18406179491327,5.57384724039729,-3.66681858013336
124.647735471099,29.2690042726928,33.2668454663828,0.0301320093844552,3.75448328903876,3.64725019166512,4.35366576628593,-3.7154725767233
103.433578194124,21.0836715262432,7.36414272168237,0.0915423416924763,2.02618916002139,6.81099853589897,0.1,-3.71581432402572
