Date,Price,Open,High,Low,Vol.,Change %
12/08/2021,2.1485,2.119,2.1571,2.0949,14.66K,2.31%
12/07/2021,2.1,2.0585,2.1229,2.0585,14.85K,2.77%
12/06/2021,2.0433,1.9866,2.0615,1.9697,11.25K,2.94%
12/05/2021,1.9849,1.9823,1.9867,1.981,,1.64%
12/03/2021,1.9529,1.9615,2.0231,1.935,9.85K,-0.75%
12/02/2021,1.9677,1.9762,2.0066,1.8798,14.99K,0.85%
12/01/2021,1.9511,1.9579,2.0366,1.9319,16.83K,0.57%
11/30/2021,1.9401,2.0511,2.0511,1.9046,17.75K,-6.60%
11/29/2021,2.0771,2.1372,2.1613,2.0913,0.24K,0.39%
11/28/2021,2.0691,2.0575,2.0691,2.0435,,1.96%
11/26/2021,2.0294,2.2981,2.2981,2.0276,0.96K,-12.17%
11/25/2021,2.3107,2.3131,2.3156,2.3069,0.04K,-0.39%
11/24/2021,2.3197,2.3214,2.3423,2.3043,1.04K,-0.75%
11/23/2021,2.3372,2.2382,2.3445,2.222,1.02K,3.41%
11/22/2021,2.2602,2.2147,2.2697,2.2102,1.47K,2.62%
11/21/2021,2.2025,2.204,2.204,2.1845,,-0.42%
11/19/2021,2.2119,2.3226,2.3226,2.1935,2.29K,-3.59%
11/18/2021,2.2943,2.2671,2.3015,2.2619,0.60K,0.61%
11/17/2021,2.2803,2.3377,2.3519,2.262,4.55K,-2.95%
11/16/2021,2.3497,2.3388,2.3668,2.3271,10.02K,0.90%
11/15/2021,2.3288,2.32,2.3444,2.2682,8.57K,0.40%
11/14/2021,2.3195,2.3165,2.3255,2.315,,0.35%
11/12/2021,2.3114,2.3136,2.3241,2.2596,9.00K,-0.28%
11/11/2021,2.3178,2.3025,2.3371,2.2754,9.11K,0.90%
11/10/2021,2.2972,2.392,2.3927,2.2755,8.87K,-3.28%
11/09/2021,2.3752,2.3303,2.3893,2.3226,11.18K,2.28%
11/08/2021,2.3222,2.322,2.3509,2.3114,8.91K,0.22%
11/07/2021,2.317,2.3105,2.321,2.3105,,-0.17%
11/05/2021,2.3209,2.3243,2.3457,2.2809,15.26K,1.23%
11/04/2021,2.2926,2.3372,2.4134,2.2791,17.10K,-1.96%
11/03/2021,2.3385,2.4218,2.4282,2.3249,13.68K,-4.55%
11/02/2021,2.4501,2.4122,2.4509,2.3858,15.44K,1.69%
11/01/2021,2.4093,2.3539,2.4128,2.3488,12.61K,2.50%
10/31/2021,2.3505,2.361,2.3615,2.3452,,-0.81%
10/29/2021,2.3697,2.358,2.3888,2.3382,14.14K,-2.68%
10/28/2021,2.435,2.4403,2.4406,2.4039,0.25K,-0.60%
10/27/2021,2.4497,2.4962,2.4963,2.4318,1.06K,-2.67%
10/26/2021,2.5168,2.5234,2.5432,2.5103,2.16K,0.02%
10/25/2021,2.5162,2.4983,2.5409,2.4983,1.69K,4.02%
10/24/2021,2.419,2.4225,2.4255,2.415,,-2.54%
10/22/2021,2.4821,2.4629,2.5039,2.4582,3.35K,0.08%
10/21/2021,2.4801,2.5086,2.5086,2.4531,1.15K,-1.13%
