Date,Price,Open,High,Low,Vol.,Change %
11/11/2024,68.04,70.25,70.56,67.92,364.51K,-3.32%
11/08/2024,70.38,72.21,72.25,69.99,362.04K,-2.74%
11/07/2024,72.36,71.87,72.88,70.66,353.60K,0.93%
11/06/2024,71.69,72.02,72.63,69.74,388.27K,-0.42%
11/05/2024,71.99,71.62,72.67,71.29,247.31K,0.73%
11/04/2024,71.47,70.29,71.81,70.25,286.95K,2.85%
11/01/2024,69.49,70.44,71.45,69.32,320.57K,0.33%
10/31/2024,69.26,69.1,70.81,68.3,311.06K,0.95%
10/30/2024,68.61,67.47,69.17,67.28,284.80K,2.08%
10/29/2024,67.21,68.02,68.52,66.72,291.93K,-0.25%
10/28/2024,67.38,68.98,69,66.92,419.62K,-6.13%
10/25/2024,71.78,70.33,71.92,69.96,287.19K,2.27%
10/24/2024,70.19,71.02,72.34,69.77,286.57K,-0.82%
10/23/2024,70.77,71.35,71.72,70.13,293.84K,-1.83%
10/22/2024,72.09,70.49,72.66,70.05,32.18K,2.17%
10/21/2024,70.56,69.46,71.03,69,92.58K,1.94%
10/18/2024,69.22,70.75,71.23,68.69,95.77K,-2.05%
10/17/2024,70.67,70.68,71.11,69.44,188.16K,0.40%
10/16/2024,70.39,70.99,71.31,69.64,222.44K,-0.27%
10/15/2024,70.58,71.51,72.12,69.71,328.74K,-4.40%
10/14/2024,73.83,75.05,75.08,71.81,273.46K,-2.29%
10/11/2024,75.56,75.74,76.04,74.53,315.30K,-0.38%
10/10/2024,75.85,73.39,76.24,73.26,321.45K,3.56%
10/09/2024,73.24,73.84,74.45,71.53,401.16K,-0.45%
10/08/2024,73.57,77.33,78.46,72.69,496.76K,-4.63%
10/07/2024,77.14,74.4,77.4,73.62,419.02K,3.71%
10/04/2024,74.38,73.95,75.57,73.46,428.82K,0.91%
10/03/2024,73.71,70.98,74.09,70.52,460.55K,5.15%
10/02/2024,70.1,70.8,72.49,69.87,429.23K,0.39%
10/01/2024,69.83,68.41,71.94,66.33,668.22K,2.44%
09/30/2024,68.17,68.63,69.32,67.57,350.12K,-0.01%
09/27/2024,68.18,67.45,68.65,67.06,341.13K,0.75%
09/26/2024,67.67,69.89,70.01,66.95,478.07K,-2.90%
09/25/2024,69.69,71.54,71.72,69.23,476.24K,-2.61%
09/24/2024,71.56,70.76,72.4,70.44,318.52K,1.69%
09/23/2024,70.37,71.31,71.81,69.49,338.27K,-2.16%
09/20/2024,71.92,72.1,72.4,71.36,43.89K,-0.04%
09/19/2024,71.95,70.13,72.49,70.13,86.63K,1.47%
09/18/2024,70.91,71.14,71.48,69.73,102.91K,-0.39%
09/17/2024,71.19,70.5,71.92,69.61,251.63K,1.57%
09/16/2024,70.09,69.16,70.7,68.65,295.18K,2.10%
09/13/2024,68.65,69.31,70.32,68.47,308.98K,-0.46%
